track_name,artist_name,id,url,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08,0.643
Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,0.0281,0.468,0.627,7.97E-06,0.11,-5.085,0.0476,179.642,0.159
A Song Written Easily,ONEUS,5KqOPtE8nhYtgcXzrIt6N0,https://api.spotify.com/v1/tracks/5KqOPtE8nhYtgcXzrIt6N0,0.147,0.696,0.843,0,0.103,-2.397,0.0588,98.01,0.678
Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,0.124,0.724,0.804,0,0.204,-4.614,0.0448,124.987,0.306
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,0.414,0.748,0.524,0,0.111,-5.599,0.0338,95.01,0.661
hot girl bummer,blackbear,2mt1IqcFyY1zmYZT8Q3xw9,https://api.spotify.com/v1/tracks/2mt1IqcFyY1zmYZT8Q3xw9,0.125,0.782,0.559,0,0.385,-7.106,0.0767,129.992,0.685
La Da Dee,Cody Simpson,0ccwMrlZONy5yXrirq7lTe,https://api.spotify.com/v1/tracks/0ccwMrlZONy5yXrirq7lTe,0.00847,0.657,0.828,0,0.326,-5.544,0.0728,115.954,0.566
The Nights,Avicii,0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,0.0166,0.527,0.835,0,0.249,-5.298,0.0433,125.983,0.654
Rise,Jonas Blue,5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/tracks/5ZSl6gDoV6bPPxzmLeneV9,0.327,0.687,0.785,0,0.203,-4.65,0.0333,106.046,0.655
Bang!,AJR,2I2AqFb0f9UNnolWc2MafC,https://api.spotify.com/v1/tracks/2I2AqFb0f9UNnolWc2MafC,0.0153,0.736,0.526,0,0.0628,-6.462,0.0566,139.84,0.654
Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9,0.168,0.734,0.874,1.14E-05,0.0489,-3.158,0.0662,122.953,0.905
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,6fRxMU4LWwyaSSowV441IU,https://api.spotify.com/v1/tracks/6fRxMU4LWwyaSSowV441IU,0.0377,0.713,0.676,0,0.154,-5.483,0.027,99.048,0.721
I Like Me Better,Lauv,2P91MQbaiQOfbiz9VqhqKQ,https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ,0.535,0.752,0.505,2.55E-06,0.104,-7.621,0.253,91.97,0.419
Higher (feat. iann dior),Clean Bandit,4OoYfejHABzYe2mG8p5s8b,https://api.spotify.com/v1/tracks/4OoYfejHABzYe2mG8p5s8b,0.336,0.716,0.736,1.40E-05,0.137,-5.18,0.0363,104.018,0.542
Shelter,Porter Robinson,2CgOd0Lj5MuvOqzqdaAXtS,https://api.spotify.com/v1/tracks/2CgOd0Lj5MuvOqzqdaAXtS,0.00293,0.276,0.796,0,0.184,-4.499,0.0579,199.526,0.26
Sleepyhead,Passion Pit,3ZUMC5OazTA8QtLpdlPdz9,https://api.spotify.com/v1/tracks/3ZUMC5OazTA8QtLpdlPdz9,0.425,0.575,0.971,3.40E-06,0.105,-3.261,0.11,106.052,0.764
Dreams pt. II,Lost Sky,6hwF25W29VOWw1nZ76EAXY,https://api.spotify.com/v1/tracks/6hwF25W29VOWw1nZ76EAXY,0.0257,0.52,0.882,0.000128,0.112,-4.813,0.0363,144.937,0.511
Merry Christmas,Ed Sheeran,3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/tracks/3bH2Eu9A9ymI4UnGHRmoXg,0.243,0.594,0.935,2.36E-06,0.102,-2.018,0.0357,113.99,0.602
Nightlight,ILLENIUM,06kxa3al7bUqRRo5nAFduZ,https://api.spotify.com/v1/tracks/06kxa3al7bUqRRo5nAFduZ,0.0819,0.494,0.651,0,0.104,-4.127,0.0384,149.979,0.162
Rain On Me (with Ariana Grande),Lady Gaga,24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,0.021,0.672,0.855,0,0.323,-3.764,0.0397,123.056,0.646
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,0.0203,0.736,0.704,0,0.0501,-7.409,0.0615,149.995,0.894
What Will It Be of Us,Alder,6dcGW1inV0BGDiGqXkj3yq,https://api.spotify.com/v1/tracks/6dcGW1inV0BGDiGqXkj3yq,0.453,0.606,0.717,2.37E-05,0.164,-6.073,0.0721,124.985,0.561
Deserve It,BLAEKER,2okBmX9C0gpKch4YaNiMLs,https://api.spotify.com/v1/tracks/2okBmX9C0gpKch4YaNiMLs,0.0028,0.634,0.691,9.08E-06,0.111,-6.456,0.0441,134.961,0.467
Flip It,Killrude,2F6jPYNKIYoO5HO0I1UXQL,https://api.spotify.com/v1/tracks/2F6jPYNKIYoO5HO0I1UXQL,0.000771,0.575,0.912,0.774,0.893,-6.095,0.028,140.021,0.487
Broken,Joshua Myler,2hmlTEwLi1rLL0q2kgvZq4,https://api.spotify.com/v1/tracks/2hmlTEwLi1rLL0q2kgvZq4,0.163,0.662,0.729,5.95E-06,0.0688,-6.346,0.0797,160.005,0.285
These Walls (feat. Tim Riehm),Arcando,2x6osQWSOA7O1623IPQ0Wc,https://api.spotify.com/v1/tracks/2x6osQWSOA7O1623IPQ0Wc,0.373,0.679,0.822,0,0.134,-5.168,0.245,90.011,0.362
On My Own,Far Out,73eIguwwgu2C7jBz89b7SX,https://api.spotify.com/v1/tracks/73eIguwwgu2C7jBz89b7SX,0.125,0.403,0.779,7.62E-05,0.385,-2.966,0.0536,145.092,0.103
Caramelldansen,Caramella Girls,7MwwPyZJ7UKFROj2oVnH6R,https://api.spotify.com/v1/tracks/7MwwPyZJ7UKFROj2oVnH6R,0.0136,0.602,0.999,0.617,0.341,-5.236,0.0956,164.822,0.789
Ai Mang Cô Đơn Đi,K-ICM,1EPSczm2VQjyxTQ8DMRQ7Y,https://api.spotify.com/v1/tracks/1EPSczm2VQjyxTQ8DMRQ7Y,0.526,0.551,0.607,7.03E-05,0.0862,-7.085,0.0377,169.924,0.451
